gene	module
ENSG00000187556	ME4
ENSG00000187566	ME0
ENSG00000187583	ME4
ENSG00000187595	ME0
ENSG00000187601	ME9
ENSG00000187605	ME1
ENSG00000187607	ME0
ENSG00000187608	ME18
ENSG00000187609	ME3
ENSG00000187616	ME0
ENSG00000187621	ME1
ENSG00000187624	ME0
ENSG00000187626	ME1
ENSG00000187627	ME5
ENSG00000187630	ME1
ENSG00000187634	ME3
ENSG00000187650	ME9
ENSG00000187664	ME0
ENSG00000187672	ME0
ENSG00000187676	ME1
ENSG00000187678	ME6
ENSG00000187688	ME1
ENSG00000187690	ME0
ENSG00000187699	ME15
ENSG00000187713	ME1
ENSG00000187715	ME0
ENSG00000187720	ME0
ENSG00000187726	ME0
ENSG00000187730	ME0
ENSG00000187735	ME0
ENSG00000187736	ME1
ENSG00000187741	ME13
ENSG00000187742	ME2
ENSG00000187753	ME0
ENSG00000187754	ME0
ENSG00000187764	ME1
ENSG00000187775	ME0
ENSG00000187778	ME1
ENSG00000187790	ME1
ENSG00000187792	ME1
ENSG00000187796	ME5
ENSG00000187800	ME15
ENSG00000187801	ME6
ENSG00000187808	ME5
ENSG00000187815	ME1
ENSG00000187824	ME0
ENSG00000187837	ME9
ENSG00000187838	ME1
ENSG00000187840	ME4
ENSG00000187857	ME0
ENSG00000187860	ME1
ENSG00000187862	ME1
ENSG00000187866	ME0
ENSG00000187871	ME3
ENSG00000187904	ME2
ENSG00000187905	ME0
ENSG00000187912	ME1
ENSG00000187918	ME0
ENSG00000187922	ME1
ENSG00000187942	ME7
ENSG00000187944	ME0
ENSG00000187951	ME13
ENSG00000187954	ME1
ENSG00000187955	ME0
ENSG00000187957	ME0
ENSG00000187961	ME14
ENSG00000187980	ME0
ENSG00000187987	ME1
ENSG00000187994	ME1
ENSG00000187997	ME0
ENSG00000188000	ME0
ENSG00000188001	ME12
ENSG00000188004	ME0
ENSG00000188010	ME6
ENSG00000188011	ME0
ENSG00000188015	ME4
ENSG00000188021	ME0
ENSG00000188026	ME0
ENSG00000188033	ME11
ENSG00000188037	ME0
ENSG00000188038	ME1
ENSG00000188039	ME0
ENSG00000188042	ME2
ENSG00000188051	ME0
ENSG00000188056	ME4
ENSG00000188060	ME7
ENSG00000188064	ME0
ENSG00000188070	ME0
ENSG00000188089	ME0
ENSG00000188092	ME1
ENSG00000188095	ME0
ENSG00000188107	ME0
ENSG00000188112	ME0
ENSG00000188124	ME0
ENSG00000188130	ME17
ENSG00000188153	ME0
ENSG00000188157	ME38
ENSG00000188158	ME5
ENSG00000188163	ME0
ENSG00000188167	ME3
ENSG00000188171	ME11
ENSG00000188177	ME5
ENSG00000188185	ME2
ENSG00000188186	ME1
ENSG00000188191	ME9
ENSG00000188199	ME2
ENSG00000188211	ME1
ENSG00000188215	ME16
ENSG00000188219	ME0
ENSG00000188223	ME5
ENSG00000188227	ME6
ENSG00000188229	ME10
ENSG00000188234	ME1
ENSG00000188242	ME3
ENSG00000188243	ME8
ENSG00000188266	ME1
ENSG00000188269	ME1
ENSG00000188277	ME1
ENSG00000188280	ME0
ENSG00000188282	ME18
ENSG00000188283	ME0
ENSG00000188290	ME4
ENSG00000188295	ME0
ENSG00000188305	ME8
ENSG00000188312	ME19
ENSG00000188313	ME18
ENSG00000188315	ME1
ENSG00000188321	ME1
ENSG00000188322	ME9
ENSG00000188324	ME0
ENSG00000188338	ME2
ENSG00000188342	ME0
ENSG00000188343	ME0
ENSG00000188352	ME3
ENSG00000188368	ME2
ENSG00000188372	ME0
ENSG00000188375	ME0
ENSG00000188385	ME1
ENSG00000188389	ME12
ENSG00000188394	ME0
ENSG00000188396	ME0
ENSG00000188403	ME7
ENSG00000188404	ME2
ENSG00000188419	ME1
ENSG00000188428	ME1
ENSG00000188452	ME0
ENSG00000188483	ME1
ENSG00000188486	ME27
ENSG00000188487	ME3
ENSG00000188493	ME0
ENSG00000188501	ME0
ENSG00000188505	ME2
ENSG00000188511	ME1
ENSG00000188517	ME0
ENSG00000188522	ME3
ENSG00000188525	ME0
ENSG00000188529	ME1
ENSG00000188536	ME0
ENSG00000188542	ME6
ENSG00000188549	ME2
ENSG00000188554	ME1
ENSG00000188558	ME30
ENSG00000188559	ME0
ENSG00000188566	ME22
ENSG00000188580	ME0
ENSG00000188582	ME0
ENSG00000188585	ME0
ENSG00000188596	ME30
ENSG00000188603	ME5
ENSG00000188610	ME8
ENSG00000188611	ME2
ENSG00000188612	ME19
ENSG00000188613	ME6
ENSG00000188620	ME1
ENSG00000188626	ME9
ENSG00000188629	ME1
ENSG00000188636	ME10
ENSG00000188641	ME5
ENSG00000188647	ME27
ENSG00000188649	ME4
ENSG00000188659	ME0
ENSG00000188672	ME0
ENSG00000188676	ME0
ENSG00000188677	ME0
ENSG00000188687	ME0
ENSG00000188690	ME1
ENSG00000188693	ME0
ENSG00000188706	ME0
ENSG00000188707	ME1
ENSG00000188710	ME0
ENSG00000188725	ME3
ENSG00000188729	ME0
ENSG00000188730	ME1
ENSG00000188732	ME0
ENSG00000188735	ME0
ENSG00000188738	ME2
ENSG00000188739	ME1
ENSG00000188747	ME0
ENSG00000188760	ME7
ENSG00000188761	ME0
ENSG00000188763	ME0
ENSG00000188766	ME2
ENSG00000188779	ME2
ENSG00000188783	ME0
ENSG00000188785	ME3
ENSG00000188786	ME1
ENSG00000188800	ME0
ENSG00000188807	ME2
ENSG00000188811	ME1
ENSG00000188817	ME1
ENSG00000188818	ME4
ENSG00000188820	ME2
ENSG00000188822	ME11
ENSG00000188825	ME6
ENSG00000188827	ME1
ENSG00000188828	ME0
ENSG00000188846	ME5
ENSG00000188848	ME11
ENSG00000188859	ME0
ENSG00000188868	ME4
ENSG00000188869	ME3
ENSG00000188878	ME1
ENSG00000188886	ME6
ENSG00000188895	ME1
ENSG00000188897	ME0
ENSG00000188906	ME5
ENSG00000188916	ME0
ENSG00000188917	ME1
ENSG00000188921	ME2
ENSG00000188938	ME1
ENSG00000188958	ME0
ENSG00000188976	ME0
ENSG00000188981	ME1
ENSG00000188984	ME0
ENSG00000188986	ME1
ENSG00000188993	ME0
ENSG00000188994	ME1
ENSG00000188996	ME2
ENSG00000188997	ME1
ENSG00000189007	ME17
ENSG00000189013	ME23
ENSG00000189042	ME1
ENSG00000189043	ME1
ENSG00000189045	ME0
ENSG00000189046	ME9
ENSG00000189050	ME5
ENSG00000189051	ME0
ENSG00000189056	ME0
ENSG00000189057	ME11
ENSG00000189058	ME0
ENSG00000189060	ME4
ENSG00000189067	ME1
ENSG00000189068	ME4
ENSG00000189077	ME5
ENSG00000189079	ME2
ENSG00000189090	ME0
ENSG00000189091	ME37
ENSG00000189114	ME1
ENSG00000189120	ME1
ENSG00000189127	ME5
ENSG00000189134	ME2
ENSG00000189143	ME0
ENSG00000189144	ME3
ENSG00000189152	ME0
ENSG00000189157	ME0
ENSG00000189159	ME13
ENSG00000189164	ME3
ENSG00000189167	ME0
ENSG00000189171	ME1
ENSG00000189180	ME1
ENSG00000189182	ME0
ENSG00000189190	ME1
ENSG00000189195	ME1
ENSG00000189221	ME0
ENSG00000189223	ME1
ENSG00000189227	ME0
ENSG00000189229	ME6
ENSG00000189233	ME7
ENSG00000189241	ME6
ENSG00000189266	ME1
ENSG00000189269	ME0
ENSG00000189283	ME8
ENSG00000189292	ME0
ENSG00000189295	ME0
ENSG00000189298	ME1
ENSG00000189306	ME0
ENSG00000189308	ME0
ENSG00000189319	ME1
ENSG00000189320	ME0
ENSG00000189325	ME0
ENSG00000189337	ME0
ENSG00000189339	ME1
ENSG00000189350	ME0
ENSG00000189362	ME1
ENSG00000189366	ME0
ENSG00000189367	ME0
ENSG00000189369	ME6
ENSG00000189375	ME3
ENSG00000189376	ME1
ENSG00000189401	ME0
ENSG00000189403	ME2
ENSG00000189409	ME12
ENSG00000189410	ME0
ENSG00000189419	ME1
ENSG00000189420	ME3
ENSG00000189430	ME12
ENSG00000189433	ME2
ENSG00000196071	ME0
ENSG00000196072	ME1
ENSG00000196074	ME0
ENSG00000196081	ME2
ENSG00000196083	ME3
ENSG00000196092	ME1
ENSG00000196096	ME3
ENSG00000196104	ME17
ENSG00000196109	ME0
ENSG00000196110	ME2
ENSG00000196116	ME18
ENSG00000196118	ME0
ENSG00000196119	ME3
ENSG00000196123	ME0
ENSG00000196126	ME4
ENSG00000196131	ME0
ENSG00000196132	ME0
ENSG00000196139	ME0
ENSG00000196141	ME18
ENSG00000196150	ME0
ENSG00000196151	ME17
ENSG00000196152	ME4
ENSG00000196154	ME4
ENSG00000196155	ME9
ENSG00000196159	ME12
ENSG00000196166	ME0
ENSG00000196167	ME0
ENSG00000196169	ME12
ENSG00000196172	ME1
ENSG00000196177	ME3
ENSG00000196182	ME4
ENSG00000196184	ME0
ENSG00000196187	ME1
ENSG00000196188	ME0
ENSG00000196189	ME4
ENSG00000196199	ME1
ENSG00000196208	ME0
ENSG00000196209	ME5
ENSG00000196214	ME2
ENSG00000196218	ME0
ENSG00000196220	ME2
ENSG00000196227	ME10
ENSG00000196230	ME13
ENSG00000196233	ME1
ENSG00000196235	ME1
ENSG00000196236	ME0
ENSG00000196242	ME3
ENSG00000196247	ME1
ENSG00000196262	ME1
ENSG00000196263	ME1
ENSG00000196267	ME0
ENSG00000196268	ME1
ENSG00000196273	ME0
ENSG00000196274	ME25
ENSG00000196275	ME7
ENSG00000196277	ME0
ENSG00000196284	ME1
ENSG00000196290	ME6
ENSG00000196295	ME8
ENSG00000196296	ME0
ENSG00000196305	ME5
ENSG00000196312	ME0
ENSG00000196313	ME1
ENSG00000196323	ME9
ENSG00000196329	ME1
ENSG00000196335	ME0
ENSG00000196338	ME1
ENSG00000196341	ME0
ENSG00000196344	ME5
ENSG00000196345	ME1
ENSG00000196350	ME0
ENSG00000196352	ME6
ENSG00000196357	ME6
ENSG00000196358	ME0
ENSG00000196361	ME0
ENSG00000196363	ME0
ENSG00000196365	ME1
ENSG00000196366	ME0
ENSG00000196367	ME4
ENSG00000196368	ME2
ENSG00000196369	ME4
ENSG00000196371	ME3
ENSG00000196372	ME2
ENSG00000196378	ME3
ENSG00000196381	ME31
ENSG00000196387	ME1
ENSG00000196388	ME0
ENSG00000196391	ME0
ENSG00000196396	ME1
ENSG00000196405	ME1
ENSG00000196407	ME0
ENSG00000196408	ME0
ENSG00000196411	ME4
ENSG00000196417	ME0
ENSG00000196418	ME2
ENSG00000196419	ME2
ENSG00000196420	ME0
ENSG00000196421	ME0
ENSG00000196422	ME1
ENSG00000196427	ME0
ENSG00000196428	ME6
ENSG00000196433	ME1
ENSG00000196436	ME5
ENSG00000196437	ME1
ENSG00000196440	ME0
ENSG00000196449	ME6
ENSG00000196453	ME1
ENSG00000196455	ME1
ENSG00000196456	ME7
ENSG00000196458	ME1
ENSG00000196459	ME4
ENSG00000196460	ME1
ENSG00000196465	ME5
ENSG00000196466	ME2
ENSG00000196470	ME1
ENSG00000196476	ME1
ENSG00000196482	ME0
ENSG00000196497	ME22
ENSG00000196498	ME3
ENSG00000196502	ME4
ENSG00000196503	ME2
ENSG00000196504	ME1
ENSG00000196505	ME6
ENSG00000196507	ME20
ENSG00000196510	ME9
ENSG00000196511	ME14
ENSG00000196517	ME7
ENSG00000196526	ME2
ENSG00000196531	ME8
ENSG00000196535	ME1
ENSG00000196542	ME1
ENSG00000196544	ME2
ENSG00000196547	ME1
ENSG00000196549	ME12
ENSG00000196550	ME4
ENSG00000196557	ME9
ENSG00000196562	ME4
ENSG00000196565	ME0
ENSG00000196566	ME0
ENSG00000196569	ME0
ENSG00000196576	ME4
ENSG00000196581	ME0
ENSG00000196584	ME13
ENSG00000196586	ME26
ENSG00000196588	ME1
ENSG00000196591	ME14
ENSG00000196597	ME1
ENSG00000196600	ME5
ENSG00000196604	ME0
ENSG00000196605	ME1
ENSG00000196616	ME0
ENSG00000196620	ME0
ENSG00000196628	ME11
ENSG00000196632	ME0
ENSG00000196634	ME0
ENSG00000196636	ME1
ENSG00000196639	ME4
ENSG00000196642	ME1
ENSG00000196646	ME1
ENSG00000196652	ME1
ENSG00000196653	ME0
ENSG00000196655	ME5
ENSG00000196659	ME1
ENSG00000196660	ME0
ENSG00000196663	ME1
ENSG00000196664	ME24
ENSG00000196666	ME2
ENSG00000196668	ME5
ENSG00000196670	ME1
ENSG00000196678	ME1
ENSG00000196683	ME8
ENSG00000196684	ME18
ENSG00000196689	ME0
ENSG00000196693	ME3
ENSG00000196696	ME5
ENSG00000196700	ME17
ENSG00000196704	ME6
ENSG00000196705	ME1
ENSG00000196712	ME0
ENSG00000196715	ME1
ENSG00000196724	ME1
ENSG00000196730	ME4
ENSG00000196735	ME1
ENSG00000196739	ME0
ENSG00000196741	ME1
ENSG00000196743	ME5
ENSG00000196747	ME13
ENSG00000196754	ME3
ENSG00000196756	ME1
ENSG00000196757	ME4
ENSG00000196767	ME3
ENSG00000196776	ME3
ENSG00000196778	ME6
ENSG00000196781	ME23
ENSG00000196782	ME0
ENSG00000196787	ME8
ENSG00000196792	ME0
ENSG00000196793	ME1
ENSG00000196810	ME5
ENSG00000196811	ME0
ENSG00000196812	ME1
ENSG00000196814	ME1
ENSG00000196821	ME1
ENSG00000196826	ME3
ENSG00000196832	ME0
ENSG00000196834	ME0
ENSG00000196839	ME29
ENSG00000196843	ME1
ENSG00000196844	ME3
ENSG00000196850	ME1
ENSG00000196860	ME2
ENSG00000196862	ME1
ENSG00000196865	ME0
ENSG00000196866	ME0
ENSG00000196867	ME1
ENSG00000196872	ME0
ENSG00000196873	ME1
ENSG00000196876	ME0
ENSG00000196878	ME1
ENSG00000196890	ME0
ENSG00000196911	ME5
ENSG00000196912	ME4
ENSG00000196914	ME0
ENSG00000196917	ME0
ENSG00000196923	ME3
ENSG00000196924	ME4
ENSG00000196935	ME23
ENSG00000196937	ME11
ENSG00000196943	ME1
ENSG00000196946	ME0
ENSG00000196950	ME1
ENSG00000196951	ME1
ENSG00000196954	ME2
ENSG00000196961	ME5
ENSG00000196967	ME1
ENSG00000196968	ME12
ENSG00000196972	ME0
ENSG00000196975	ME2
ENSG00000196976	ME1
ENSG00000196979	ME1
ENSG00000196981	ME1
ENSG00000196993	ME0
ENSG00000196998	ME0
ENSG00000197006	ME4
ENSG00000197008	ME1
ENSG00000197013	ME1
ENSG00000197016	ME1
ENSG00000197019	ME10
ENSG00000197020	ME1
ENSG00000197021	ME1
ENSG00000197024	ME0
ENSG00000197037	ME8
ENSG00000197043	ME1
ENSG00000197044	ME1
ENSG00000197045	ME1
ENSG00000197046	ME8
ENSG00000197050	ME1
ENSG00000197054	ME3
ENSG00000197056	ME1
ENSG00000197057	ME12
ENSG00000197061	ME0
ENSG00000197062	ME3
ENSG00000197063	ME1
ENSG00000197070	ME1
ENSG00000197077	ME9
ENSG00000197081	ME2
ENSG00000197085	ME1
ENSG00000197093	ME17
ENSG00000197099	ME0
ENSG00000197102	ME1
ENSG00000197106	ME0
ENSG00000197111	ME1
ENSG00000197114	ME2
ENSG00000197119	ME0
ENSG00000197121	ME38
ENSG00000197122	ME3
ENSG00000197123	ME0
ENSG00000197124	ME5
ENSG00000197125	ME0
ENSG00000197128	ME6
ENSG00000197134	ME0
ENSG00000197136	ME0
ENSG00000197140	ME2
ENSG00000197142	ME2
ENSG00000197147	ME2
ENSG00000197150	ME1
ENSG00000197157	ME1
ENSG00000197162	ME1
ENSG00000197165	ME0
ENSG00000197168	ME0
ENSG00000197170	ME1
ENSG00000197176	ME1
ENSG00000197180	ME1
ENSG00000197181	ME0
ENSG00000197182	ME1
ENSG00000197183	ME1
ENSG00000197191	ME0
ENSG00000197208	ME1
ENSG00000197210	ME0
ENSG00000197217	ME8
ENSG00000197223	ME1
ENSG00000197226	ME5
ENSG00000197238	ME0
ENSG00000197245	ME2
ENSG00000197249	ME4
ENSG00000197251	ME0
ENSG00000197253	ME0
ENSG00000197256	ME1
ENSG00000197261	ME0
ENSG00000197265	ME1
ENSG00000197272	ME18
ENSG00000197275	ME1
ENSG00000197279	ME10
ENSG00000197283	ME1
ENSG00000197291	ME2
ENSG00000197296	ME9
ENSG00000197299	ME0
ENSG00000197301	ME0
ENSG00000197302	ME1
ENSG00000197308	ME0
ENSG00000197312	ME1
ENSG00000197321	ME3
ENSG00000197322	ME0
ENSG00000197323	ME2
ENSG00000197324	ME2
ENSG00000197329	ME1
ENSG00000197332	ME0
ENSG00000197334	ME0
ENSG00000197343	ME2
ENSG00000197345	ME1
ENSG00000197353	ME0
ENSG00000197355	ME3
ENSG00000197360	ME0
ENSG00000197361	ME1
ENSG00000197362	ME1
ENSG00000197363	ME0
ENSG00000197372	ME0
ENSG00000197375	ME0
ENSG00000197380	ME1
ENSG00000197381	ME1
ENSG00000197385	ME1
ENSG00000197386	ME1
ENSG00000197405	ME21
ENSG00000197408	ME0
ENSG00000197409	ME0
ENSG00000197410	ME0
ENSG00000197415	ME15
ENSG00000197417	ME9
ENSG00000197429	ME1
ENSG00000197442	ME0
ENSG00000197444	ME0
ENSG00000197446	ME0
ENSG00000197448	ME1
ENSG00000197451	ME19
ENSG00000197454	ME0
ENSG00000197457	ME9
ENSG00000197461	ME1
ENSG00000197462	ME0
ENSG00000197465	ME6
ENSG00000197467	ME0
ENSG00000197471	ME2
ENSG00000197472	ME0
ENSG00000197479	ME0
ENSG00000197483	ME16
ENSG00000197496	ME0
ENSG00000197497	ME6
ENSG00000197498	ME0
ENSG00000197503	ME0
ENSG00000197506	ME0
ENSG00000197520	ME1
ENSG00000197530	ME0
ENSG00000197532	ME0
ENSG00000197535	ME3
ENSG00000197536	ME6
ENSG00000197540	ME9
ENSG00000197548	ME5
ENSG00000197555	ME1
ENSG00000197557	ME0
ENSG00000197558	ME0
ENSG00000197561	ME9
ENSG00000197562	ME1
ENSG00000197563	ME1
ENSG00000197566	ME10
ENSG00000197568	ME1
ENSG00000197576	ME0
ENSG00000197579	ME6
ENSG00000197580	ME0
ENSG00000197584	ME0
ENSG00000197585	ME0
ENSG00000197586	ME1
ENSG00000197587	ME0
ENSG00000197594	ME1
ENSG00000197599	ME1
ENSG00000197601	ME1
ENSG00000197603	ME0
ENSG00000197608	ME3
ENSG00000197614	ME2
ENSG00000197619	ME1
ENSG00000197620	ME10
ENSG00000197622	ME6
ENSG00000197629	ME5
ENSG00000197632	ME6
ENSG00000197635	ME1
ENSG00000197641	ME0
ENSG00000197644	ME0
ENSG00000197646	ME8
ENSG00000197647	ME0
ENSG00000197653	ME0
ENSG00000197670	ME0
ENSG00000197694	ME3
ENSG00000197696	ME2
ENSG00000197702	ME0
ENSG00000197705	ME1
ENSG00000197712	ME0
ENSG00000197713	ME1
ENSG00000197714	ME1
ENSG00000197721	ME2
ENSG00000197724	ME0
ENSG00000197728	ME0
ENSG00000197734	ME0
ENSG00000197746	ME4
ENSG00000197747	ME4
ENSG00000197748	ME0
ENSG00000197753	ME1
ENSG00000197756	ME8
ENSG00000197757	ME0
ENSG00000197763	ME1
ENSG00000197766	ME4
ENSG00000197769	ME0
ENSG00000197771	ME19
ENSG00000197774	ME5
ENSG00000197776	ME1
ENSG00000197779	ME1
ENSG00000197780	ME6
ENSG00000197782	ME1
ENSG00000197785	ME0
ENSG00000197798	ME1
ENSG00000197808	ME0
ENSG00000197813	ME1
ENSG00000197815	ME1
ENSG00000197816	ME26
ENSG00000197818	ME1
ENSG00000197822	ME0
ENSG00000197826	ME0
ENSG00000197837	ME1
ENSG00000197841	ME1
ENSG00000197849	ME3
ENSG00000197852	ME4
ENSG00000197857	ME4
ENSG00000197858	ME2
ENSG00000197859	ME2
ENSG00000197860	ME2
ENSG00000197863	ME1
ENSG00000197870	ME0
ENSG00000197872	ME4
ENSG00000197879	ME1
ENSG00000197880	ME9
ENSG00000197885	ME0
ENSG00000197888	ME7
ENSG00000197889	ME3
ENSG00000197892	ME23
ENSG00000197894	ME0
ENSG00000197903	ME8
ENSG00000197912	ME8
ENSG00000197928	ME0
ENSG00000197930	ME9
ENSG00000197933	ME1
ENSG00000197934	ME1
ENSG00000197935	ME20
ENSG00000197937	ME1
ENSG00000197943	ME11
ENSG00000197948	ME20
ENSG00000197951	ME1
ENSG00000197953	ME0
ENSG00000197956	ME4
ENSG00000197958	ME8
ENSG00000197959	ME15
ENSG00000197961	ME27
ENSG00000197965	ME1
ENSG00000197969	ME35
ENSG00000197971	ME0
ENSG00000197976	ME13
ENSG00000197978	ME4
ENSG00000197980	ME0
ENSG00000197982	ME0
ENSG00000197989	ME10
ENSG00000197992	ME0
ENSG00000197993	ME0
ENSG00000198000	ME2
ENSG00000198001	ME1
ENSG00000198003	ME4
ENSG00000198010	ME0
ENSG00000198015	ME23
ENSG00000198018	ME0
ENSG00000198019	ME4
ENSG00000198026	ME1
ENSG00000198034	ME8
ENSG00000198039	ME1
ENSG00000198040	ME32
ENSG00000198042	ME1
ENSG00000198046	ME0
ENSG00000198049	ME0
ENSG00000198053	ME3
ENSG00000198054	ME0
ENSG00000198055	ME5
ENSG00000198056	ME1
ENSG00000198060	ME1
ENSG00000198064	ME0
ENSG00000198074	ME0
ENSG00000198075	ME0
ENSG00000198081	ME4
ENSG00000198087	ME1
ENSG00000198088	ME0
ENSG00000198089	ME9
ENSG00000198093	ME27
ENSG00000198099	ME0
ENSG00000198104	ME0
ENSG00000198105	ME1
ENSG00000198106	ME11
ENSG00000198108	ME1
ENSG00000198113	ME4
ENSG00000198121	ME5
ENSG00000198128	ME3
ENSG00000198130	ME1
ENSG00000198131	ME1
ENSG00000198133	ME1
ENSG00000198142	ME4
ENSG00000198146	ME2
ENSG00000198156	ME0
ENSG00000198157	ME3
ENSG00000198160	ME1
ENSG00000198162	ME3
ENSG00000198168	ME0
ENSG00000198169	ME1
ENSG00000198171	ME1
ENSG00000198176	ME2
ENSG00000198178	ME2
ENSG00000198182	ME1
ENSG00000198185	ME1
ENSG00000198189	ME1
ENSG00000198198	ME1
ENSG00000198203	ME0
ENSG00000198205	ME1
ENSG00000198208	ME2
ENSG00000198211	ME0
ENSG00000198216	ME1
ENSG00000198218	ME1
ENSG00000198221	ME0
ENSG00000198223	ME4
ENSG00000198225	ME0
ENSG00000198231	ME16
ENSG00000198242	ME8
ENSG00000198246	ME4
ENSG00000198252	ME1
ENSG00000198258	ME5
ENSG00000198265	ME1
ENSG00000198270	ME1
ENSG00000198276	ME1
ENSG00000198283	ME0
ENSG00000198286	ME1
ENSG00000198298	ME1
ENSG00000198300	ME0
ENSG00000198301	ME0
ENSG00000198315	ME2
ENSG00000198324	ME36
ENSG00000198326	ME5
ENSG00000198331	ME12
ENSG00000198336	ME0
ENSG00000198342	ME7
ENSG00000198346	ME0
ENSG00000198353	ME20
ENSG00000198355	ME1
ENSG00000198356	ME5
ENSG00000198358	ME0
ENSG00000198363	ME4
ENSG00000198369	ME3
ENSG00000198373	ME1
ENSG00000198380	ME1
ENSG00000198382	ME10
ENSG00000198393	ME2
ENSG00000198399	ME1
ENSG00000198400	ME0
ENSG00000198408	ME2
ENSG00000198417	ME7
ENSG00000198420	ME1
ENSG00000198429	ME1
ENSG00000198431	ME3
ENSG00000198435	ME10
ENSG00000198440	ME0
ENSG00000198453	ME1
ENSG00000198455	ME2
ENSG00000198464	ME1
ENSG00000198466	ME16
ENSG00000198467	ME0
ENSG00000198468	ME7
ENSG00000198478	ME15
ENSG00000198482	ME1
ENSG00000198483	ME0
ENSG00000198488	ME0
ENSG00000198492	ME1
ENSG00000198496	ME1
ENSG00000198498	ME1
ENSG00000198502	ME0
ENSG00000198513	ME0
ENSG00000198515	ME0
ENSG00000198517	ME1
ENSG00000198520	ME17
ENSG00000198521	ME0
ENSG00000198522	ME1
ENSG00000198523	ME2
ENSG00000198535	ME0
ENSG00000198538	ME0
ENSG00000198542	ME0
ENSG00000198546	ME1
ENSG00000198547	ME0
ENSG00000198551	ME2
ENSG00000198553	ME3
ENSG00000198554	ME13
ENSG00000198556	ME1
ENSG00000198561	ME3
ENSG00000198563	ME2
ENSG00000198570	ME0
ENSG00000198574	ME12
ENSG00000198576	ME16
ENSG00000198585	ME2
ENSG00000198586	ME2
ENSG00000198589	ME4
ENSG00000198590	ME1
ENSG00000198597	ME0
ENSG00000198598	ME1
ENSG00000198604	ME0
ENSG00000198612	ME1
ENSG00000198624	ME4
ENSG00000198625	ME2
ENSG00000198626	ME0
ENSG00000198633	ME7
ENSG00000198642	ME6
ENSG00000198646	ME5
ENSG00000198648	ME3
ENSG00000198650	ME0
ENSG00000198663	ME2
ENSG00000198668	ME10
ENSG00000198670	ME1
ENSG00000198671	ME0
ENSG00000198673	ME8
ENSG00000198677	ME4
ENSG00000198680	ME0
ENSG00000198682	ME0
ENSG00000198685	ME0
ENSG00000198689	ME3
ENSG00000198690	ME1
ENSG00000198692	ME25
ENSG00000198695	ME0
ENSG00000198700	ME1
ENSG00000198704	ME0
ENSG00000198707	ME1
ENSG00000198711	ME1
ENSG00000198712	ME0
ENSG00000198715	ME2
ENSG00000198718	ME2
ENSG00000198719	ME1
ENSG00000198720	ME6
ENSG00000198721	ME6
ENSG00000198722	ME5
ENSG00000198723	ME1
ENSG00000198727	ME0
ENSG00000198728	ME2
ENSG00000198729	ME3
ENSG00000198730	ME1
ENSG00000198732	ME0
ENSG00000198734	ME5
ENSG00000198736	ME5
ENSG00000198739	ME0
ENSG00000198740	ME0
ENSG00000198742	ME1
ENSG00000198743	ME16
ENSG00000198746	ME1
ENSG00000198752	ME9
ENSG00000198753	ME0
ENSG00000198754	ME29
ENSG00000198755	ME8
ENSG00000198756	ME12
ENSG00000198758	ME0
ENSG00000198763	ME0
ENSG00000198765	ME0
ENSG00000198771	ME1
ENSG00000198774	ME0
ENSG00000198780	ME2
ENSG00000198783	ME1
ENSG00000198785	ME5
ENSG00000198786	ME0
ENSG00000198791	ME34
ENSG00000198792	ME1
ENSG00000198793	ME0
ENSG00000198794	ME7
ENSG00000198795	ME1
ENSG00000198796	ME0
ENSG00000198798	ME0
ENSG00000198799	ME5
ENSG00000198804	ME0
ENSG00000198805	ME6
ENSG00000198812	ME0
ENSG00000198814	ME5
ENSG00000198815	ME1
ENSG00000198816	ME1
ENSG00000198818	ME0
ENSG00000198821	ME17
ENSG00000198822	ME0
ENSG00000198824	ME22
ENSG00000198825	ME0
ENSG00000198826	ME19
ENSG00000198829	ME5
ENSG00000198830	ME19
ENSG00000198832	ME20
ENSG00000198833	ME8
ENSG00000198835	ME5
ENSG00000198836	ME1
ENSG00000198837	ME1
ENSG00000198838	ME0
ENSG00000198839	ME2
ENSG00000198840	ME0
ENSG00000198841	ME6
ENSG00000198843	ME14
ENSG00000198844	ME0
ENSG00000198846	ME3
ENSG00000198848	ME4
ENSG00000198851	ME1
ENSG00000198853	ME4
ENSG00000198855	ME0
ENSG00000198856	ME1
ENSG00000198858	ME3
ENSG00000198860	ME27
ENSG00000198862	ME2
ENSG00000198863	ME1
ENSG00000198865	ME1
ENSG00000198870	ME0
ENSG00000198873	ME1
ENSG00000198874	ME0
ENSG00000198876	ME1
ENSG00000198879	ME1
ENSG00000198881	ME0
ENSG00000198883	ME2
ENSG00000198885	ME12
ENSG00000198886	ME0
ENSG00000198887	ME1
ENSG00000198888	ME1
ENSG00000198890	ME0
ENSG00000198892	ME4
ENSG00000198894	ME0
ENSG00000198898	ME3
ENSG00000198899	ME0
ENSG00000198900	ME1
ENSG00000198901	ME32
ENSG00000198908	ME0
ENSG00000198909	ME4
ENSG00000198910	ME0
ENSG00000198911	ME0
ENSG00000198912	ME0
ENSG00000198914	ME0
ENSG00000198915	ME0
ENSG00000198917	ME1
ENSG00000198918	ME8
ENSG00000198919	ME1
ENSG00000198920	ME1
ENSG00000198924	ME1
ENSG00000198925	ME2
ENSG00000198929	ME3
ENSG00000198931	ME9
ENSG00000198932	ME2
